point_id,point_title,point_source,point_analysis,point_quote_text,point_quote_start,point_quote_end,point_document_id,service_name,cases.case_id,cases.case_classification,cases.case_title,cases.case_description,cases.case_topic,score_rubric,Referenced_Text,Ground_Truth_Score,Company,Classification_Code,Specific_Rubric,Predicted_Score,Predicted_Score_Batch
14016,This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,the Sites do not currently respond to DNT,15265.0,15306.0,848.0,MyAnimeList,233,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,"Even though the Do Not Track (DNT) header was not implemented perfectly, services should not track users whose browsers send a DNT header.",Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",the Sites do not currently respond to DNT,-1.0,MyAnimeList,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",0,0
24914,Blocking first party cookies may limit your ability to use the service,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"<p>However, please note that if you do not accept cookies, you may not be able to view or use parts of our website or other online services due to limited functionality.",4120.0,4289.0,8793.0,MyAnimeList,375,neutral,Blocking first party cookies may limit your ability to use the service,"Most browsers allow users to set preferences related to cookies storage. You may choose to block all cookies (including first-party cookies), but it may impact your use of this service and you may not be able to access some or any of the features provided.",Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.","However, please note that if you do not accept cookies, you may not be able to view or use parts of our website or other online services due to limited functionality.",0.0,MyAnimeList,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",0,0
24915,You can opt out of targeted advertising,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"<p>To opt out of having information collected by non-affiliated third party ad networks, advertising agencies, advertisers, and audience segment providers used for behavioral advertising, to obtain information about the technologies these third parties might use, and to view information regarding their privacy policies, please visit http://www.aboutads.info/choices&nbsp.
if you are located in the United States, www.youronlinechoices.com if you are located in Europe, youradchoices.ca/choices if you are located in Canada, or www.youronlinechoices.com.au if you are located in Australia.",4863.0,5453.0,8793.0,MyAnimeList,219,good,You can opt out of targeted advertising,"The service employs your data to target ads to you, but you can opt-out of this interest-based advertising.",Advertising,"-1: Personal data is used for advertising, including profiling and targeting, without disclosure, a lawful basis, or any opt-out, and with heavy third-party involvement.
0: Targeted advertising is disclosed and some opt-out is offered, but it is enabled by default or relies on extensive sharing of personal data with third parties.
1: Advertising is non-targeted, or uses personal data only on the basis of informed opt-in consent with an easy opt-out, with minimal third-party involvement.","To opt out of having information collected by non-affiliated third party ad networks, advertising agencies, advertisers, and audience segment providers used for behavioral advertising, to obtain information about the technologies these third parties might use, and to view information regarding their privacy policies, please visit http://www.aboutads.info/choices . if you are located in the United States, www.youronlinechoices.com if you are located in Europe, youradchoices.ca/choices if you are located in Canada, or www.youronlinechoices.com.au if you are located in Australia.",1.0,MyAnimeList,Advertising,"-1: Personal data is used for advertising, including profiling and targeting, without disclosure, a lawful basis, or any opt-out, and with heavy third-party involvement.
0: Targeted advertising is disclosed and some opt-out is offered, but it is enabled by default or relies on extensive sharing of personal data with third parties.
1: Advertising is non-targeted, or uses personal data only on the basis of informed opt-in consent with an easy opt-out, with minimal third-party involvement.",0,0
24910,First-party cookies are used,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,Some cookies we use are strictly necessary to enable us to provide our website and application services to you (such as cookies that provide your log-in status when that account ID is linked to functionality on our website).</p>,1313.0,1541.0,8793.0,MyAnimeList,126,neutral,First-party cookies are used,First-party cookies only belong to the domain of the service and not a third party.,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",Some cookies we use are strictly necessary to enable us to provide our website and application services to you (such as cookies that provide your log-in status when that account ID is linked to functionality on our website).,0.0,MyAnimeList,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",1,1
24909,Third parties are involved in operating the service,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"We use cookies (like many online service providers), including third-party cookies, for a number of reasons, like to recognize you when you visit our website or applications, remember your preferences, give you a personalized experience consistent with your browser settings and to make your interactions with MyAnimeList faster and more secure.",910.0,1255.0,8793.0,MyAnimeList,207,neutral,Third parties are involved in operating the service,,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.","We use cookies (like many online service providers), including third-party cookies, for a number of reasons, like to recognize you when you visit our website or applications, remember your preferences, give you a personalized experience consistent with your browser settings and to make your interactions with MyAnimeList faster and more secure.",0.0,MyAnimeList,Third Parties,"-1: Personal data is shared with, or sold to, third parties without disclosure, a lawful basis, or any user control over the sharing.
0: Third-party sharing is disclosed and limited to stated purposes (for instance, processors acting on the company's behalf), but the user retains limited control over it.
1: Third-party sharing is minimal, transparent, purpose-bound and subject to the user's control or consent, with no sale of personal data.",0,0
24916,The service informs you that its privacy policy does not apply to third party websites,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"Please remember that we do not have access to, or control over, non-affiliated third party advertisers' or service providers' cookies, and the information practices of such third parties are not covered by this Cookie Policy or our Privacy Policy.",5632.0,5879.0,8793.0,MyAnimeList,299,neutral,The service informs you that its privacy policy does not apply to third party websites,"The service states that whenever it links to third party websites or applications, its privacy policy does not apply. Those third party websites or applications hosted or operated by other organizations may have their own privacy policies.",Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.","Please remember that we do not have access to, or control over, non-affiliated third party advertisers' or service providers' cookies, and the information practices of such third parties are not covered by this Cookie Policy or our Privacy Policy.",0.0,MyAnimeList,Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",1,1
24919,The service informs you that its privacy policy does not apply to third party websites,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,"This Privacy Policy is applicable only to the Sites and does not extend to information collected by any other websites or applications or to the practices or procedures of companies that the Company does not control.
Note that the Sites may contain links to other websites, such as ad banners linking to another website.
In such cases, this Privacy Policy does not apply to information collected on that website (or other websites).
We are not responsible for the privacy practices of other websites, and we recommend that you read the privacy policies of each website that you visit or application that you use.</p>",1512.0,2128.0,848.0,MyAnimeList,299,neutral,The service informs you that its privacy policy does not apply to third party websites,"The service states that whenever it links to third party websites or applications, its privacy policy does not apply. Those third party websites or applications hosted or operated by other organizations may have their own privacy policies.",Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.","This Privacy Policy is applicable only to the Sites and does not extend to information collected by any other websites or applications or to the practices or procedures of companies that the Company does not control. Note that the Sites may contain links to other websites, such as ad banners linking to another website. In such cases, this Privacy Policy does not apply to information collected on that website (or other websites). We are not responsible for the privacy practices of other websites, and we recommend that you read the privacy policies of each website that you visit or application that you use.",0.0,MyAnimeList,Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",1,1
25581,"The terms may be changed at any time, but you will receive notification of the changes",https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"When we amend these Terms of Use, we will provide notice to you.
We may provide you notice of amended Terms of Use by sending an email to the email address associated with your MyAnimeList user account (if you have chosen to provide an email address) or by otherwise providing notice through our Service.",2842.0,3146.0,849.0,MyAnimeList,122,neutral,"The terms may be changed at any time, but you will receive notification of the changes","The Terms may be updated without prior notice, but users will be notified of the changes at the moment they will start applying.",Notice of Changing Terms,"-1: Terms may change without any prior notice to the user, with changes taking effect immediately or continued use being deemed acceptance.
0: Users are notified of changes, but without sufficient lead time or a meaningful opportunity to review the changes and decide before they take effect.
1: Users receive clear, advance notice of changes with a reasonable period to review them and the ability to terminate the contract before the new terms apply.","When we amend these Terms of Use, we will provide notice to you. We may provide you notice of amended Terms of Use by sending an email to the email address associated with your MyAnimeList user account (if you have chosen to provide an email address) or by otherwise providing notice through our Service.",0.0,MyAnimeList,Notice of Changing Terms,"-1: Terms may change without any prior notice to the user, with changes taking effect immediately or continued use being deemed acceptance.
0: Users are notified of changes, but without sufficient lead time or a meaningful opportunity to review the changes and decide before they take effect.
1: Users receive clear, advance notice of changes with a reasonable period to review them and the ability to terminate the contract before the new terms apply.",0,0
26828,Information is provided about how your personal data is used,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,How we use the information that we collect,1107.0,1149.0,848.0,MyAnimeList,227,good,Information is provided about how your personal data is used,"The Privacy Policy explains the purposes for which data is collected and the way it is processed, used and shared.",Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",How we use the information that we collect,1.0,MyAnimeList,Transparency,"-1: The terms and policies are inaccessible, unclear, or not drafted in plain and intelligible language, contrary to the transparency requirement of Article 5 Directive 93/13.
0: Information is provided, but it is incomplete, dense, or difficult to navigate, hindering the user's understanding.
1: The terms and data practices are presented in clear, plain, accessible and easily comprehensible language that supports an informed decision by the user.",1,1
26829,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",https://myanimelist.net/about/terms_of_use,Generated through the annotate view,Any interruption or cessation of transmission to or from the Service.,6937.0,7006.0,849.0,MyAnimeList,287,neutral,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service","The service provider expressly does not claim to provide uninterrupted, timely, secure or error-free service.",Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.",Any interruption or cessation of transmission to or from the Service.,0.0,MyAnimeList,Guarantee,"-1: The service is provided ""as is"" and the ToS disclaims all warranties, offering no guarantee of features, availability or fitness for purpose, contrary to the mandatory conformity guarantees owed to consumers under Article 8 Directive 2019/770.
0: The service provides qualified or limited guarantees, or disclaims warranties only to the extent permitted by applicable law, preserving the consumer's mandatory statutory conformity rights.
1: The service expressly guarantees defined features, quality or availability in a manner consistent with, or exceeding, statutory conformity requirements.",-1,-1
26830,Third-party cookies are used for advertising,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"our third party partners may use cookies to determine whether we've shown an ad and how it performed, or collect information about how you interact with ads.",2940.0,3098.0,8793.0,MyAnimeList,128,bad,Third-party cookies are used for advertising,The service's website sets third-party cookies (cookies that do not belong to their domain) for purposes not including statistics and analytics.,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.","our third party partners may use cookies to determine whether we've shown an ad and how it performed, or collect information about how you interact with ads.",-1.0,MyAnimeList,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",0,0
26842,Many different types of personal data are collected,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,"You do not need to provide information directly to us in order to view the Sites.
However, when you use certain functions on the Sites, such as accessing certain features or content, registering for certain services, setting up a profile or contacting the Sites directly, you may provide us or we may ask for personally identifiable information or other information, which may include:</p>
<ul>
<li>contact information, such as name, email address, postal address and phone number;</li>
<li>username and password for your account;</li>
<li>information posted in community discussions and other interactive online features;</li>
<li>information you may decide to provide on your profile or through your account, such as photographs, friends, biographies, anime or manga related lists and favorites, comments, posts, reviews, ratings, recommendations and other information or content you may provide through your account or on your profile.
</li>
<li>search queries conducted on the Sites.
and</li>
<li>correspondence you send to us.",2201.0,3232.0,848.0,MyAnimeList,376,bad,Many different types of personal data are collected,"The service collects different kinds of personal data, such as name, demographic information, postal address, biometric data, device information, IDs, contacts, call logs...",Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.","You do not need to provide information directly to us in order to view the Sites. However, when you use certain functions on the Sites, such as accessing certain features or content, registering for certain services, setting up a profile or contacting the Sites directly, you may provide us or we may ask for personally identifiable information or other information, which may include: contact information, such as name, email address, postal address and phone number; username and password for your account; information posted in community discussions and other interactive online features; information you may decide to provide on your profile or through your account, such as photographs, friends, biographies, anime or manga related lists and favorites, comments, posts, reviews, ratings, recommendations and other information or content you may provide through your account or on your profile. search queries conducted on the Sites. and correspondence you send to us.",-1.0,MyAnimeList,Personal Data,"-1: Once collected, the user has no control over how their personal data is used or for how long it is retained, and the data may be processed for purposes incompatible with those for which it was collected.
0: Some data subject rights or controls are provided, but they are limited, burdensome to exercise, or retention and purposes are poorly defined.
1: The user retains meaningful control consistent with the GDPR rights of access, rectification, erasure, restriction, objection and portability, subject to purpose and storage limitation.",0,0
24917,There is a date of the last update of the agreements,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,"<b>Update to our Privacy Policy</b>
<br> We have recently updated our privacy policy, which will be implemented from March 19, 2021 onwards.<br>",1.0,145.0,848.0,MyAnimeList,331,neutral,There is a date of the last update of the agreements,The given text has a date that allows to know when it was last updated.,Changes,"-1: The company reserves the right to amend the terms at any time without any valid reason stated in the contract, an unfair term within the meaning of Annex 1(j) Directive 93/13.
0: The company may amend the terms for reasons stated in the contract, but the reasons are vague, broad, or not all specified, leaving wide interpretive latitude to the company.
1: Amendments are confined to valid reasons specified in the contract, or the company does not reserve any right to change the terms unilaterally.","Update to our Privacy Policy We have recently updated our privacy policy, which will be implemented from March 19, 2021 onwards.",0.0,MyAnimeList,Changes,"-1: The company reserves the right to amend the terms at any time without any valid reason stated in the contract, an unfair term within the meaning of Annex 1(j) Directive 93/13.
0: The company may amend the terms for reasons stated in the contract, but the reasons are vague, broad, or not all specified, leaving wide interpretive latitude to the company.
1: Amendments are confined to valid reasons specified in the contract, or the company does not reserve any right to change the terms unilaterally.",1,1
6641,There is a date of the last update of the terms,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"LAST UPDATED: October 9, 2020</p",34.0,66.0,849.0,MyAnimeList,331,neutral,There is a date of the last update of the agreements,The given text has a date that allows to know when it was last updated.,Changes,"-1: The company reserves the right to amend the terms at any time without any valid reason stated in the contract, an unfair term within the meaning of Annex 1(j) Directive 93/13.
0: The company may amend the terms for reasons stated in the contract, but the reasons are vague, broad, or not all specified, leaving wide interpretive latitude to the company.
1: Amendments are confined to valid reasons specified in the contract, or the company does not reserve any right to change the terms unilaterally.","LAST UPDATED: October 9, 2020</p",0.0,MyAnimeList,Changes,"-1: The company reserves the right to amend the terms at any time without any valid reason stated in the contract, an unfair term within the meaning of Annex 1(j) Directive 93/13.
0: The company may amend the terms for reasons stated in the contract, but the reasons are vague, broad, or not all specified, leaving wide interpretive latitude to the company.
1: Amendments are confined to valid reasons specified in the contract, or the company does not reserve any right to change the terms unilaterally.",1,1
24913,Third-party cookies are used for statistics,https://myanimelist.net/about/cookie_policy,Generated through the annotate view,"Performance, analytics and research Cookies help us research and measure the effectiveness of our interactive online features, content, advertisements, and other communications.
We also use cookies to track our website and application analytics and use.
Performance-gauging cookies we may use reveal how you use our websites and applications, such as which content is the most popular, how much time users are spending there, and what advertising is relevant to you.
These cookies help us provide an optimized experience (and we may engage third parties to carry out this analysis, and they may set their own ""third party"" cookies).",3098.0,3730.0,8793.0,MyAnimeList,325,bad,Third-party cookies are used for statistics,"For instance, Google Analytics, rather than self-hosted (first-party) statistics software.",Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.","Performance, analytics and research Cookies help us research and measure the effectiveness of our interactive online features, content, advertisements, and other communications. We also use cookies to track our website and application analytics and use. Performance-gauging cookies we may use reveal how you use our websites and applications, such as which content is the most popular, how much time users are spending there, and what advertising is relevant to you. These cookies help us provide an optimized experience (and we may engage third parties to carry out this analysis, and they may set their own ""third party"" cookies).",-1.0,MyAnimeList,Trackers,"-1: The service deploys extensive tracking technologies without disclosure, a lawful basis, or any ability for the user to refuse, contrary to Article 5(3) ePrivacy Directive and the consent requirements of the GDPR.
0: Trackers are disclosed and some consent or opt-out is offered, but non-essential tracking is enabled by default or is difficult to refuse.
1: Only strictly necessary trackers are used, or non-essential tracking requires freely given, specific and informed opt-in consent that is as easy to refuse as to give.",0,0
25011,You must report to the service any unauthorized use of your account or any breach of security,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,You must notify the Company immediately should there be any unauthorized use or breach of security of your profile or account.,17490.0,17616.0,849.0,MyAnimeList,484,neutral,You must report to the service any unauthorized use of your account or any breach of security,The service asks the user to notify them immediately of any unauthorized use or security breaches.,Security,"-1: The ToS describes no security measures and/or disclaims all responsibility for protecting the user's account and data against unauthorised access.
0: Basic security measures are mentioned, but commitments are vague or shift the substantial burden of securing the account onto the user.
1: The service commits to appropriate technical and organisational security measures and to breach handling and notification, consistent with Articles 32 and 33-34 GDPR.",You must notify the Company immediately should there be any unauthorized use or breach of security of your profile or account.,0.0,MyAnimeList,Security,"-1: The ToS describes no security measures and/or disclaims all responsibility for protecting the user's account and data against unauthorised access.
0: Basic security measures are mentioned, but commitments are vague or shift the substantial burden of securing the account onto the user.
1: The service commits to appropriate technical and organisational security measures and to breach handling and notification, consistent with Articles 32 and 33-34 GDPR.",0,0
26826,"Spidering, crawling, or accessing the site through any automated means is not allowed",https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"You also agree not to use or launch any automated system, including without limitation, ""offline readers,"" ""spiders,"" ""robots,"" etc.",19658.0,19790.0,849.0,MyAnimeList,150,neutral,"Spidering, crawling, or accessing the site through any automated means is not allowed",,Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.","You also agree not to use or launch any automated system, including without limitation, ""offline readers,"" ""spiders,"" ""robots,"" etc.",0.0,MyAnimeList,Content,"-1: Content restrictions are so broad, vague or discretionary that they unduly restrict lawful expression and permit the company to act arbitrarily against the user.
0: Content rules are defined but remain broad, leaving significant interpretive discretion to the company over what is permitted.
1: Content rules are clear, specific and limited to unlawful or genuinely harmful content, with predictable and proportionate enforcement.",1,1
26844,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,https://myanimelist.net/about/privacy_policy,Generated through the annotate view,"We may share information about you in the event that the Sites are acquired by a third party or third parties, or as part of a sale, merger, bankruptcy or change in control, or in preparation for any of these events.",11798.0,12015.0,848.0,MyAnimeList,243,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,"If the service gets acquired or is involved in a merger, bankruptcy, reorganisation or sale, your personal data may be transferred or sold.",Business Transfers,"-1: User data may be transferred to a third party upon a merger, acquisition or asset sale without notice to or consent from the user, echoing the unfair assignment term in Annex 1(p) Directive 93/13.
0: Data may be transferred upon a business transfer with prior notice but without consent, or subject to continuation of the existing privacy commitments.
1: Any transfer of personal data on a business transfer requires prior notice and the user's ability to object or withdraw their data, or no such transfer is contemplated.","We may share information about you in the event that the Sites are acquired by a third party or third parties, or as part of a sale, merger, bankruptcy or change in control, or in preparation for any of these events.",-1.0,MyAnimeList,Business Transfers,"-1: User data may be transferred to a third party upon a merger, acquisition or asset sale without notice to or consent from the user, echoing the unfair assignment term in Annex 1(p) Directive 93/13.
0: Data may be transferred upon a business transfer with prior notice but without consent, or subject to continuation of the existing privacy commitments.
1: Any transfer of personal data on a business transfer requires prior notice and the user's ability to object or withdraw their data, or no such transfer is contemplated.",-1,-1
6642,You authorise the service to charge a credit card supplied on re-occurring basis,https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"Your subscription will automatically continue on a monthly basis, and you will continue to be charged on a monthly basis at the then-current price (including any applicable taxes), until you cancel your subscription or we terminate it.",12448.0,12684.0,849.0,MyAnimeList,384,neutral,You authorise the service to charge a credit card supplied on re-occurring basis,"You card will be billed on recurring basis unless cancelled. For instance, monthly or annual subscriptions.",Payments,"-1: The ToS imposes automatic recurring charges or auto-renewal, or stores payment credentials, without clear consent, accessible cancellation, or refund rights.
0: Recurring payments or auto-renewal exist and are disclosed, but cancellation or refund rights are limited or burdensome to exercise.
1: Payment terms are transparent, with explicit consent required for any recurring charge and easily accessible cancellation and refund rights, or no payment obligation is imposed.","Your subscription will automatically continue on a monthly basis, and you will continue to be charged on a monthly basis at the then-current price (including any applicable taxes), until you cancel your subscription or we terminate it.",0.0,MyAnimeList,Payments,"-1: The ToS imposes automatic recurring charges or auto-renewal, or stores payment credentials, without clear consent, accessible cancellation, or refund rights.
0: Recurring payments or auto-renewal exist and are disclosed, but cancellation or refund rights are limited or burdensome to exercise.
1: Payment terms are transparent, with explicit consent required for any recurring charge and easily accessible cancellation and refund rights, or no payment obligation is imposed.",0,0
5137,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",https://myanimelist.net/about/terms_of_use,Generated through the annotate view,"Indemnity <p>You agree to defend, indemnify and hold harmless Company and its subsidiaries, agents, managers, and other affiliated companies, and their employees, contractors, agents, officers and directors, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses (including but not limited to attorney's fees) arising from:</p>
<ul>
<li>Your use of and access to the Service, including any data or work transmitted or received by you.
</li>
<li>Your violation of any term of this Agreement, including without limitation, your breach of any of the representations and warranties above.
</li>
<li>Your violation of any third-party right, including without limitation any right of privacy, publicity rights or Intellectual Property Rights.
</li>
<li>Your violation of any law, rule or regulation of the United States or any other country.
</li>
<li>Any claim or damages that arise as a result of any of your User Content or any that are submitted via your account or profile.
or </li>
<li>Any other party's access and use of the Service with your unique username, password or other appropriate security code",39689.0,40846.0,849.0,MyAnimeList,146,neutral,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",,Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.","Indemnity You agree to defend, indemnify and hold harmless Company and its subsidiaries, agents, managers, and other affiliated companies, and their employees, contractors, agents, officers and directors, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses (including but not limited to attorney's fees) arising from: Your use of and access to the Service, including any data or work transmitted or received by you. Your violation of any term of this Agreement, including without limitation, your breach of any of the representations and warranties above. Your violation of any third-party right, including without limitation any right of privacy, publicity rights or Intellectual Property Rights. Your violation of any law, rule or regulation of the United States or any other country. Any claim or damages that arise as a result of any of your User Content or any that are submitted via your account or profile. or Any other party's access and use of the Service with your unique username, password or other appropriate security code",0.0,MyAnimeList,Governance,"-1: The company retains wholly unilateral and discretionary governance over the service and its community, with no user participation, published decision-making criteria, or accountability mechanisms.
0: Some governance structures exist (e.g. published community guidelines or moderation rules), but users have no voice in decisions and enforcement remains at the company's discretion.
1: The service provides transparent governance with meaningful community participation, such as consultation on substantial decisions, published moderation criteria, and accessible appeal or redress procedures.",0,0
