split,eval_text,nearest_train_text,cosine_similarity
test,How we use the information<p>,How We Use Your Personal Information<p>,0.9002250817264198
test,Personal Data We Collect</li>,Personal Information We Collect</li>,0.9000062080208187
test,"Tinder reserves the right to investigate and/ or terminate your account without a refund of any purchases if you have misused the Service or behaved in a way that Tinder regards as inappropriate or unlawful, including actions or communications that occur off the Service but involve users you meet through the Service.","Tinder reserves the right to investigate and/or terminate your account without a refund of any purchases if you have violated this Agreement, misused the Service or behaved in a way that Tinder regards as inappropriate or unlawful, including actions or communications that occur on or off the Service. ",0.8996219058987683
validation,"c) we are under no obligation to store, retain, publish or make available any User Content uploaded by you and that you shall be responsible for creating backups of any such User Content if necessary.","we are under no obligation to store, retain, publish or make available any User Content uploaded by you and that you shall be responsible for creating backups of your own User Content.",0.8995894102247233
test,We may work with third parties to collect information that allows us to associate you with your social media or other accounts that you have on other websites.</p>,We may collect information that allows us to associate you with your social media or other accounts that you have on other websites.,0.8995561447306994
test,"The failure
of Weebly to exercise or enforce any right or provision of these Terms shall
not constitute a waiver of such right or provision",Our failure to exercise or enforce any right or provision of these Terms shall not constitute a waiver of such right or provision.,0.8993247172577237
test,Any cause of action or claim you may have with respect to the Service must be commenced within one (1) year after the claim or cause of action arises or such claim or cause of action is barred.,<p>Any cause of action or claim you may have with respect to any of the foregoing matters must be commenced within one (1) year after the claim or cause of action arises or such claim or cause of action is barred.</p>,0.899180994347604
validation,Last Updated: July 2020</p>,"Last updated: July 31, 2020</p>",0.8984456407589734
validation,"(a) breaches or violations of the Terms or other incorporated agreements, policies or guidelines, (b) requests by law enforcement or other government agencies, (c) a request by you (self-initiated account deletions), (d) discontinuance or material modification to the Services (or any portion thereof), (e) unexpected technical or security issues or problems, (f) extended periods of inactivity, and/or (g) nonpayment of any fees owed by you in connection with the Services.
Termination of your account may include (x) removal of access to all offerings within the Services, (y) deletion of your information, files and Content associated with your account, and (z) barring of further use of the Services.","You agree that Strava may, under certain serious circumstances and without prior notice, immediately suspend or terminate your account and/or access to the Services. Cause for such suspension or termination shall include, but not be limited to, (a) breaches or violations of the Terms or other incorporated agreements, policies or guidelines, (b) requests by law enforcement or other government agencies, (c) a request by you (self-initiated account deletions), (d) discontinuance or material modiﬁcation to the Services (or any portion thereof), (e) unexpected technical or security issues or problems, (f) extended periods of inactivity, and/or (g) nonpayment of any fees owed by you in connection with the Services. Termination of your account may include (x) removal of access to all offerings within the Services, (y) deletion of your information, ﬁles and Content associated with your account, and (z) barring of further use of the Services.",0.8983126552025229
validation,We do not sell your personal information,We do not sell personal information.,0.8977516217893127
test,"Any claims arising in connection with your use of the Site, any Content, or the Public Areas must be brought within one (1) year of the date of the event giving rise to such action occurred.",Any claims arising in connection with your use of the Services must be brought within one (1) year of the date of the event giving rise to such action occurred.,0.8976972065476201
test,We also obtain data from third parties.,<p>We also obtain data from third parties.,0.8973282587487013
validation,"Skyscanner may in its absolute discretion immediately terminate any agreement with you under these Terms at any time upon notice to you and/or, if you have a log-in account, by cancelling your membership and your access to your account and removing any User Content you have uploaded to our Services or Platforms. ","Skyscanner may in its absolute discretion immediately terminate any agreement with you under these Terms at any time upon notice to you and/or, if you have a log-in account, by cancelling your membership and your access to your account.",0.8972079967620809
validation,"5.8.&nbsp;upload, post, email, transmit or otherwise make available any unsolicited or unauthorised advertising, promotional materials, ""junk mail"", ""spam"", ""chain letters"", ""pyramid schemes"", or any other form of solicitation.","upload, post, transmit, share, or otherwise make available any unsolicited or unauthorized advertising, solicitations, promotional materials, ""junk mail"", ""spam"", ""chain letters"", ""pyramid schemes"", or any other form of solicitation,",0.8969561465929657
validation,"SOME JURISDICTIONS DO NOT ALLOW EXCLUSION OF CERTAIN WARRANTIES OR LIMITATIONS OF LIABILITY, SO THE ABOVE LIMITATIONS OR EXCLUSIONS MAY NOT APPLY TO YOU.","SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OR LIMITATION OF LIABILITY, SO THE ABOVE LIMITATIONS MAY NOT APPLY TO YOU.",0.8964994828802301
validation,"If any provision of these Terms and Conditions is found to be invalid by any court having competent jurisdiction, the invalidity of such provision shall not affect the validity of the remaining provisions of these Terms and Conditions, which shall remain in full force and effect.","If any provision
of these
Terms of Service is deemed invalid by a court of competent jurisdiction, the invalidity of such
provision
shall not affect the validity of the remaining provisions of these Terms of Service, which shall
remain in
full force and effect.",0.8964939256193728
test,"If you do not accept cookies, however, you may not be able to use all portions of the Service or all functionality of the Service.","If you do not accept cookies, you may not be able to use all portions or functionality of the Service.",0.8962664528613898
test,"<p>BlaBlaCar reserves the right to suspend your Account, limit your access to the Services, or terminate these T&amp;Cs in the case where (i) you have received at least three reviews and (ii) the average review you have received is less than or equal to 3.","BlaBlaCar reserves the right to suspend your Account, limit your access to the Services, or terminate these T&Cs in the case where (i) you have received at least three reviews and (ii) the average review you have received is less than or equal to 3.",0.8959510885789576
test,DOORDASH’S AGGREGATE LIABILITY SHALL NOT EXCEED THE GREATER OF AMOUNTS ACTUALLY PAID BY AND/OR DUE FROM YOU TO DOORDASH IN THE SIX (6) MONTH PERIOD IMMEDIATELY PRECEDING THE EVENT GIVING RISE TO SUCH CLAIM. ,"DOORDASH’S AGGREGATE LIABILITY SHALL NOT EXCEED THE GREATER OF AMOUNTS ACTUALLY PAID BY AND/OR DUE FROM YOU TO DOORDASH IN THE SIX (6) MONTH PERIOD IMMEDIATELY PRECEDING THE EVENT GIVING RISE TO SUCH CLAIM.
THIS CAP ON LIABILITY SHALL APPLY FULLY TO RESIDENTS OF NEW JERSEY.</p>",0.8958147340242542
validation,your Account may be deactivated due to prolonged inactivity.,"For example, We may deactivate Your User Account due to prolonged inactivity.",0.8956977433025362
test,"When you upload your content to Steam to make it available to other users and/or to Valve, you grant Valve and its affiliates the worldwide, non-exclusive right to use, reproduce, modify, create derivative works from, distribute, transmit, transcode, translate, broadcast, and otherwise communicate, and publicly display and publicly perform, your User Generated Content, and derivative works of your User Generated Content, for the purpose of the operation, distribution, incorporation as part of and promotion of the Steam service, Steam games or other Steam offerings, including Subscriptions. This license is granted to Valve as the content is uploaded on Steam for the entire duration of the intellectual property rights. It may be terminated if Valve is in breach of the license and has not cured such breach within fourteen (14) days from receiving notice from you sent to the attention of the Valve Legal Department at the applicable Valve address noted on this Privacy Policy page. ","right to use, reproduce, modify, create derivative works from, distribute, transmit, transcode, translate, broadcast, and otherwise communicate, and publicly display and publicly perform, your User Generated Content, and derivative works of your User Generated Content, for the purpose of the operation, distribution, incorporation as part of and promotion of the Steam service, Steam games or other Steam offerings, including Subscriptions.
This license is granted to Valve as the content is uploaded on Steam for the entire duration of the intellectual property rights.
It may be terminated if Valve is in breach of the license and has not cured such breach within fourteen (14) days from receiving notice from you sent to the attention of the Valve Legal Department at the applicable Valve address noted on this Privacy Policy page.
The termination of said license does not affect the rights of any sub-licensees pursuant to any sub-license granted by Valve prior to termination of the license.
Valve is the sole owner of the derivative works created by Valve from your User Generated Content, and is therefore entitled to grant licenses on these derivative works.",0.8955259497528316
validation,"we may use third party services such as Google Analytics that collect, monitor and analyze this type of information in order to increase our Service's functionality.","In addition, we may use third party services such as Google Analytics that collect, monitor and analyze this type of information in order to increase our Services's functionality.",0.895255128233708
test,"We reserve the right, at our sole discretion, to amend these Terms of Service at any time and will update these Terms of Service in the event of any such amendments.
We will notify our Users of material changes to this Agreement, such as price changes, at least 30 days prior to the change taking effect by posting a notice on our Website.","We reserve the right, at our sole discretion, to amend these Terms of Service at any time and will update these Terms of Service in the event of any such amendments.
We will notify our Users of material changes to this Agreement, such as price changes, at least 30 days prior to the change taking effect by posting a notice on our Website.
For non-material modifications, your continued use of the Website constitutes agreement to our revisions of these Terms of Service.",0.8951066713009466
test,"(iii) the results that may be obtained from the use of Presearch services will be accurate or reliable,","(III) THE RESULTS THAT MAY BE OBTAINED FROM THE USE OF THE SERVICE WILL BE ACCURATE OR RELIABLE,",0.8948460870573007
validation,"We try to meet the highest standards when collecting and using personal information.
For this reason, we take any complaints we receive about this very seriously.
We encourage people to bring it to our attention at dpo@element.io if they think that our collection or use of information is unfair, misleading or inappropriate.","We try to meet the highest standards when collecting and using personal information.
For this reason, we take any complaints we receive about this very seriously.
We encourage people to bring it to our attention at dpo@matrix.org if they think that our collection or use of information is unfair, misleading or inappropriate.",0.8947676415601961
test,"You are responsible for safeguarding the password that you use to access the Service and for any activities or actions taken under your password, whether your password is with our Service or a third-party service.","You are responsible for safeguarding the password that you use to access the Service and for any activities or actions under your password,",0.8942059099308739
test,"If for any reason a court of competent jurisdiction finds any provision of these Terms invalid or unenforceable, that provision will be enforced to the maximum extent permissible and the other provisions of these Terms will remain in full force and effect.","If any provision of these Terms is held invalid or unenforceable, that provision will be enforced to the maximum extent permissible and the other provisions of these Terms will remain in full force and effect.",0.8941858922803895
validation,"Last Updated: October 22, 2020","<p>Last Updated: October 22, 2020",0.8939801445486891
validation,The Services are provided “as is” and “as available” ,The Service is provided on an “AS IS” and “AS AVAILABLE” basis,0.8938603088116305
validation,"In the event we go through a business transition (such as a merger, acquisition by another company, bankruptcy, or sale of all or a portion of our assets, including, without limitation, during the course of any due diligence process), your Personal Data will likely be among the assets transferred.
By providing your Personal Data, you agree that we can transfer such information in those circumstances without your further consent.","<p>In the event we go through a business transition (such as a merger, acquisition by another company, bankruptcy, or sale of all or a portion of our assets, including, without limitation, during the course of any due diligence process), your Personal Data will likely be among the assets transferred.",0.8929350476173411
test,"You will indemnify and hold harmless Figma and its officers, directors, employees, and agents, from and against any claims, disputes, demands, liabilities, damages, losses, and costs and expenses, including, without limitation, reasonable legal and accounting fees, arising out of or in any way connected with (i) your access to or use of the Services.
(ii) your User Content.
or (iii) your violation of these Terms.","You will indemnify and hold harmless Malwarebytes and its officers, directors, employee and agents, from and against any claims, disputes, demands, liabilities, damages, losses, and costs and expenses, including, without limitation, reasonable legal and accounting fees, arising out of or in any way connected with (i) your access to or use of the Services or Content, (ii) your User Content, or (iii) your violation of these Terms.
</p>",0.8927994891948504
validation,"The laws of California, U.S.A., excluding California’s conflict of laws rules, will apply to any disputes arising out of or relating to these terms or the Services.","The laws of the State of California, excluding California’s conflict of laws rules, will apply to any disputes arising out of or relating to these terms or the Prezi Services.",0.892757580852958
test,"Gfycat reserves the right to modify or discontinue, temporarily or permanently, the Service (or any part thereof) with or without notice.","The Company reserves the right to modify or discontinue, temporarily or permanently, the Service (or any part thereof) with or without notice. ",0.8926074660973182
test,"No identifying information is logged, such as the visitor's cookie, timestamp, user-agent, or IP address.","No identifying information is logged, such as the visitor's cookie, user-agent, or IP address.",0.8925438784770119
validation,We will not be liable to you if for any reason our site is unavailable at any time or for any period.,"We will not be liable if, for any reason, our Site or our Service is unavailable at any time or for any period.",0.8924506857259762
test,"These Terms shall be governed by the laws of the State of California, without respect to its conflict of laws principles.","These Terms shall be governed by the internal substantive laws of the State of California, without respect to its conflict of laws principles.",0.8923025729853473
validation,"If you do not accept cookies, however, you may not be able to use all portions of the Sites or all functionality of our services.","If you don't accept cookies, however, you may not be able to use all portions of the Site or all functionality of the Services.",0.8921848003046905
validation,We may terminate your account if you repeatedly infringe the intellectual property rights of others.,We may terminate your WhatsApp account if you repeatedly infringe the intellectual property rights of others.,0.892110257793708
test,"We reserve the right to modify, suspend, or discontinue the Services (in whole or in part) at any time","We reserve the right to modify, suspend, or discontinue the Services (in whole or in part) at any time, with or without notice to you.",0.8920944692224139
validation,"If it turns out that a particular term of this Agreement is not enforceable for any reason, this will not affect any other terms.","If it turns out that a particular term is not enforceable, this will not affect any other terms.",0.891999612602311
validation,"a.
Categories of Personal Data We Collect</strong>","Categories of personal information we collect</strong>
</p>",0.8919260403592655
test,You may irreversibly delete your account at any time.</,You may irreversibly delete your account at any time.,0.8917680898244942
validation,We do not sell you data.,We do not and will not sell your data.,0.8912922734093401
validation,"Se podrán tratar los datos obtenidos del Cliente o usuario, los datos derivados de la prestación del servicio o producto (datos de los productos o servicios Movistar, los consumos en Movistar+ (televisión y de otros dispositivos), datos de tráfico, visitas web y localización) y fuentes externas con el fin de realizar un perfil comercial y poder realizar al mismo, por cualquier medio, incluidos electrónicos y digitales, ofertas personalizadas de productos y servicios de socios Movistar.</li>","Se podrán tratar los datos obtenidos del Cliente o usuario, los datos derivados de la prestación del servicio o producto (datos de los productos o servicios Movistar, los consumos en Movistar+ (televisión y de otros dispositivos), con el fin de realizar un perfil comercial y que Movistar pueda ofrecer al mismo, por cualquier medio, incluidos electrónicos y digitales, ofertas de Productos y Servicios Movistar, durante un plazo máximo de dos años desde la finalización del contrato con Movistar.",0.8912818868187881
validation,"To provide these and other features, Dropbox accesses, stores, and scans Your Stuﬀ. You give us permission to do those things, and this permission extends to our aﬀiliates and trusted third parties we work with.","To provide these and other features, Dropbox accesses, stores, and scans Your Stuff.
You give us permission to do those things, and this permission extends to our affiliates and trusted third parties we work with.</p>",0.8904610540146183
validation,and to terminate Your Account for any reason.,You may terminate your account for any reason or no reason.,0.890174118395084
validation,"You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of or related to use of BibleGateway Widgets or these Terms of Service must be filed within one (1) year after such claim or cause of action arose or be forever barred.","You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of or related to use of the Service or these Terms must be filed within one (1) year after such claim or cause of action arose or be forever barred.",0.8891218196041749
test,21.2 We do not exclude or limit in any way our liability to you where it would be unlawful to do so.,We do not exclude or limit in any way Our liability to You where it would be unlawful to do so.,0.8890528885759017
test,Our&nbsp;failure to exercise or enforce any right or provision of these Terms will not constitute a waiver of such right or provision.,Our failure to exercise or enforce any right or provision of these Terms will not constitute a waiver of such right or provision.,0.8885794354723704
validation,"The Services and all information, content, materials, products (including software), and other services included on or otherwise made available to you through the Services are provided by Epic on an “as is” and “as available” basis.
Epic makes no representations or warranties of any kind, express or implied, as to the operation of the Services, or the information, content, materials, products (including software), or other services included on or otherwise made available to you through the Services.
You expressly agree that your use of the Services is at your sole risk.","The Services and all information, content, materials, products (including software), and other services included on or otherwise made available to you through the Services are provided by Epic on an “as is” and “as available” basis.",0.8885469739226596
test,"We may also release information when its release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property or safety.<br>","We may also release your information when we believe release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property, or safety.",0.8884025649662812
validation,YOU AND REPLIKA WAIVE ANY RIGHT TO PARTICIPATE IN A CLASS ACTION LAWSUIT OR CLASS-WIDE ARBITRATION,YOU WAIVE YOUR RIGHT TO PARTICIPATE IN A CLASS ACTION LAWSUIT OR CLASS-WIDE ARBITRATION.,0.8873126514803342
validation,What Personal Data do we collect?,What personal information do we collect?,0.8871512220098097
test,address,IP address,0.8869369465498593
test,您的个人信息均储存于中华人民共和国境内。,您的个人信息均储存于中华人民共和国境内（注：其中微信分享SDK绑定IP归属地为香港）,0.8867355154280118
test,"Class-Action Waiver
<p>The parties further agree that any arbitration shall be conducted in their individual capacities only, and not as a class action or other representative action.","The parties further agree that any arbitration shall be conducted in their individual capacities only, and not as a class action or other representative action.",0.8865575437293763
validation,TYPES OF INFORMATION COLLECTED,TYPES OF INFORMATION WE COLLECT,0.8864475710138348
validation,<p>We do not sell any personal information to third parties.,We do not sell personal information to third parties.,0.8864314538315022
test,"hese cookies are used to store information including visitors’ preferences, and the pages on the website that the visitor accessed or visited.
The information is used to optimize the users’ experience by customizing our web page content based on visitors’ browser type and/or other information.</p>","Cookies and
Web Beacons.</strong> Like any
other website, Pure Dating uses ‘cookies’.
These cookies are used to store information
including visitors’ preferences, and the pages on the website that the visitor accessed
or visited.
The information is used to optimize the users’ experience by customizing
our web page content based on visitors’ browser type and/or other information.",0.8863811984422639
validation,"The provisions of these Terms of Use which by their nature should survive the termination of these Terms of Use shall survive such termination.</p>
<p>",You agree that the provisions of these Terms that by their nature should survive termination will survive any termination of these Terms.</p>,0.885230009601927
validation,YOU AGREE THAT YOU MAY BRING CLAIMS ONLY IN YOUR INDIVIDUAL CAPACITY AND NOT AS A PLAINTIFF OR CLASS MEMBER IN ANY PURPORTED CLASS OR REPRESENTATIVE ACTION.,"Where permitted under applicable law, you agree that you may bring claims against the Company only in your individual capacity and not as a plaintiff or class member in any purported class or representative action.",0.8850177014006841
validation,"Without limiting the foregoing, neither company nor anyone associated with company represents or warrants that the services, their content, or any services or items obtained through the services will be accurate, reliable, error-free, or uninterrupted, that defects will be corrected, that the services or the server that makes it available are free of viruses or other harmful components or that the services or any services or items obtained through the services will otherwise meet your needs or expectations.","WITHOUT LIMITING THE FOREGOING, NEITHER THE COMPANY NOR ANYONE ASSOCIATED WITH THE COMPANY REPRESENTS OR WARRANTS THAT THE WEBSITE, ITS CONTENT, OR ANY SERVICES OR ITEMS OBTAINED THROUGH THE WEBSITE WILL BE ACCURATE, RELIABLE, ERROR-FREE, OR UNINTERRUPTED, THAT DEFECTS WILL BE CORRECTED, THAT OUR SITE OR THE SERVER THAT MAKES IT AVAILABLE ARE FREE OF VIRUSES OR OTHER HARMFUL COMPONENTS, OR THAT THE WEBSITE OR ANY SERVICES OR ITEMS OBTAINED THROUGH THE WEBSITE WILL OTHERWISE MEET YOUR NEEDS OR EXPECTATIONS.</p>",0.8846283991890705
test,Comment collectons-nous vos données personnelles ?,Comment collectons-nous vos données,0.8845699163527608
test,"Our Service does not address anyone under the age of 18 (“Children”).</p>
<p>We do not knowingly collect personally identifiable information from anyone under the age of 18.
If you are a parent or guardian and you are aware that your Children has provided us with Personal Data, please contact us.
If we become aware that we have collected Personal Data from children without verification of parental consent, we take steps to remove that information from our servers.","Our Services are not intended for use by children under the age of 18 (“Child” or “Children”).</p>
<p>We do not knowingly collect personally identifiable information from Children under 18.
If you become aware that a Child has provided us with Personal Data, please contact us.
If we become aware that we have collected Personal Data from Children without verification of parental consent, we take steps to remove that information from our servers.",0.8845554570681519
test,"such as unique identifiers and standard information sent by a device for personalised ads and content, ad and content measurement, and audience insights, as well as to develop and improve products.","We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised ads and content, ad and content measurement, and audience insights, as well as to develop and improve products.</p>
<",0.8841636730279148
validation,"The Children’s Online Privacy Protection Act (“COPPA”) requires that online service providers obtain parental consent before they knowingly collect personally identifiable information online from children who are under 13.
&nbsp;We do not knowingly collect or solicit personally identifiable information from children under 13.
if you are a child under 13, please do not attempt to register for the Services or send any personal information about yourself to us.
&nbsp;If we learn we have collected personal information from a child under 13, we will delete that information as quickly as possible","The Children's Online Privacy Protection Act (""COPPA"") requires that online service providers obtain parental consent before they knowingly collect personally identifiable information online from children who are under 13.
We do not knowingly collect or solicit personally identifiable information from children under 13.
if you are a child under 13, please do not attempt to register for the Services or send any personal information about yourself to us.",0.8840924545936363
validation,"We may use Your information to evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of Our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which Personal Data held by Us about our Service users is among the assets transferred","To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which personal information held by us about our Website users is among the assets transferred.</li>",0.8840617190844473
validation,"You agree to defend, indemnify, and hold harmless DeviantArt, its officers, directors, employees and agents, from and against any claims, liabilities, damages, losses, and expenses, including, without limitation, reasonable legal and expert fees, arising out of or in any way connected with your access to or use of the Services, or your violation of these Terms.","You agree to defend, indemnify, and hold harmless the site, its officers, directors, employees and agents, from and against any claims, liabilities, damages, losses, and expenses, including, without limitation, reasonable legal and accounting fees, arising out of or in any way connected with your access to or use of the Services, or your violation of this Agreement.</p>",0.8840380302324422
validation,"if you believe that your work has been copied and posted on the Services in a way that constitutes copyright infringement, please provide our Copyright Agent with the following information: (a) an electronic or physical signature of the person authorized to act on behalf of the owner of the copyright interest.
(b) a description of the copyrighted work that you claim has been infringed.
(c) a description of the location on the Services of the material that you claim is infringing.
(d) your address, telephone number and e-mail address.
(e) a written statement by you that you have a good faith belief that the disputed use is not authorized by the copyright owner, its agent or the law.
and (f) a statement by you, made under penalty of perjury, that the above information in your notice is accurate and that you are the copyright owner or authorized to act on the copyright owner’s behalf.
Contact information for DoorDash’s Copyright Agent for notice of claims of copyright infringement is as follows: General Counsel, DoorDash, Inc., 303 2nd St, Suite 800, San Francisco, CA 94107.</p>",".<p>If you believe that your work has been copied in a way that constitutes copyright infringement, please provide our copyright agent the following written information: (i) an electronic or physical signature of the person authorized to act on behalf of the owner of the copyright interest.
(ii) a description of the copyrighted work that you claim has been infringed upon.
(iii) a description of where the material that you claim is infringing is located on the Site.
(iv) your address, telephone number, and e-mail address.
(v) a statement by you that you have a good-faith belief that the disputed use is not authorized by the copyright owner, its agent, or the law.
and (vi) a statement by you, made under penalty of perjury, that the above information in your notice is accurate and that you are the copyright owner or authorized to act on the copyright owner's behalf.",0.8839506913484145
test,"To evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which Personal Information held by us about our users is among the assets transferred or liquidated.</li>","To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which personal information held by us about our Website users is among the assets transferred.</li>",0.8832959067501194
test,Use of Your Personal Data</strong>,"b.
How We Use Your Personal Data</strong>",0.8832729245541258
validation,"Web Beacons, which are electronic files that allow a website to count users who have visited that page or to access certain cookies.</li>
<li>Pixel Tags, also known as clear GIFs, beacons, spotlight tags or web bugs, which are a method for passing information from the user’s computer to a third party website.</li>","Web Beacons, which are electronic files that allow a website to count users who have visited that page or to access certain cookies.</li>
<li>Pixel Tags, also known as clear GIFs, beacons, spotlight tags or web bugs, which are a method for passing information from the user’s computer to a third party website.</li>
<li>Local Shared Objects, such as Flash cookies, and Local Storage, such as HTML5.</li>",0.8831257933367193
test,A User must be at least 13 years of age,User is at least 13 years of age,0.8830902141053877
validation,You are solely responsible and liable for activity that occurs on your account and shall be responsible for maintaining the confidentiality of your Foursquare password.,You are solely responsible for activity that occurs on your account and shall be responsible for maintaining the confidentiality of your Company password.,0.8830772084963799
validation,Send you offers and promotions for our products and services or third-party products and services;</li>,- Send you offers and promotions for our products and services or third-party products and services;<br>,0.8829877210422173
test,"libelous, defamatory,","or that is libelous or defamatory,",0.882691722661216
validation,Your use of the Services following that date constitutes your acceptance of the terms and conditions of the Terms as modified.,Your use of the Services following that period constitutes your acceptance of the terms and conditions of this Agreement as modified.,0.8822198281735386
validation,"In accordance with the Digital Millennium Copyright Act (“DMCA”) and other applicable law, Couchsurfing has adopted a policy of terminating, in appropriate circumstances and in Couchsurfing’s sole discretion, members who are deemed to be repeat infringers.","REPEAT INFRINGER POLICY <p>In accordance with the Digital Millennium Copyright Act (“DMCA”) and other applicable law, Couchsurfing has adopted a policy of terminating, in appropriate circumstances and in Couchsurfing’s sole discretion, members who are deemed to be repeat infringers.
Couchsurfing may also, in our sole discretion, limit access to the Services and/or terminate the accounts of any members who we believe may infringe any intellectual property rights of others, whether or not there is any repeat infringement.</p>",0.8818700849448435
validation,"the full Uniform Resource Locator (URL) clickstream to, through, and from our websites, including date and time.","<li>the full Uniform Resource Locators (URL) clickstream to, through, and from our website (including date and time)",0.8816141943701424
validation,"Our Site is not intended for children under 13 years of age.
No one under age 13 should provide any personal information to or on the Site.
We do not knowingly collect personal information from children under 13.","Our Services are not intended for children under 13 years of age, and we do not knowingly collect Personal Information from children under the age of 13.",0.8814496877590886
validation,"You acknowledge and agree that any questions, comments, suggestions, ideas, feedback, bug reports or other information about the Service (“Submissions”) provided by you are non-confidential and shall become our sole property and you assign all rights in these Submissions to Photomath.
We shall own exclusive rights, including all intellectual property rights, and shall be entitled to the unrestricted use and dissemination of these Submissions for any purpose, commercial or otherwise, without acknowledgment or compensation to you","You acknowledge and agree that any questions, comments, suggestions, ideas, feedback, or other information regarding the Site (""Submissions"") provided by you to us are non-confidential and shall become our sole property.
We shall own exclusive rights, including all intellectual property rights, and shall be entitled to the unrestricted use and dissemination of these Submissions for any lawful purpose, commercial or otherwise, without acknowledgment or compensation to you.",0.8812005377602675
validation,"Unless otherwise expressly provided herein, the invalidity or unenforceability of any provision of these Terms will not affect the validity or enforceability of any other provision, all of which will remain in full force and effect.","(d) <strong>Severability</strong>.
Unless otherwise expressly provided herein, the invalidity or unenforceability of any provision of these Terms of Service will not affect the validity or enforceability of any other provision, all of which will remain in full force and effect.
</p>
<p>",0.8811071768537792
validation,"You will resolve any claim, cause of action or dispute you have with us arising out of or relating to these Terms of Service or CrowdTangle exclusively in the U.S. District Court for the Northern District of California or a state court located in San Mateo County, and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such claims.","You will resolve any claim, cause of action or dispute (claim) you have with us arising out of or relating to this Statement or Facebook exclusively in the U.S. District Court for the Northern District of California or a state court located in San Mateo County, and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such claims.",0.8808840687918061
validation,"<p>If Wolt is involved in a merger, acquisition or asset sale, we may transfer your personal data to the third party involved.","<p>If UpCloud is involved in a merger, acquisition or asset sale, we may transfer personal data to the third party involved.",0.8801160340423966
validation,"If you block cookies, certain features on our sites may not work.","If you block cookies, certain features on our Platform may not work.",0.879746591699569
validation,"constitutes unauthorized or unsolicited advertising, junk or bulk e-mail.","(iii),constitutes unauthorized or unsolicited advertising, junk or bulk e-mail",0.8793006785107261
test,"You must maintain the security of your third party account and promptly notify us if you discover or suspect that someone has accessed your account without your permission.
If you permit others to use your account credentials, you are responsible for the activities of such users that occur in connection with your account.</p>","If you do use a third-party account in conjunction with Selfie2Anime you must maintain the security of your third-party account and promptly notify us if you discover or suspect that someone has accessed your account without your permission.
If you permit others to use your account credentials, you are responsible for the activities of such users that occur in connection with your account.</p>
</li>",0.8791759123350147
validation,You may close your account at any time,You may close your account at any time.,0.8789961619291768
validation,<p>You retain any ownership rights you have in Your Content,"You retain any ownership rights you have in Your Content,",0.8789938819029259
test,YOU AND MOBY WAIVE THE RIGHT TO BRING OR PARTICIPATE IN A CLASS ACTION IN CONNECTION WITH SUCH DISPUTES.,YOU AND COMPANY WAIVE THE RIGHT TO BRING OR PARTICIPATE IN A CLASS ACTION IN CONNECTION WITH SUCH DISPUTES.,0.8789266824059061
test,We also retain the right to create limits on use and storage at our sole discretion at any time without prior notice to You.,We retain the right to create limits on use and storage at our sole discretion at any time with or without notice.,0.8778924577319162
validation,any disputes shall be submitted to the Courts of Barcelona unless the User requests the involvement of the courts applicable to his/her home address.,any disputes shallbe submitted to the Courts of Barcelona unless the User requests that they be submitted to the courts applicable to his/her home address.,0.8774282568544041
validation,"We use your Personal Information to contact you with Rumble newsletters, marketing or promotional materials and other information that may be of interest to you.","<p>We may use Your Personal Data to contact You with newsletters, marketing or promotional materials and other information that may be of interest to You.",0.8773625197241083
